AssetId,Faction,UnitId,VoiceId,EventTag,Variant,TextRu,ControlInstruction,AnchorFile,OutputFile,DurationSeconds,SampleRate,PeakDb,GenerationMode,CfgValue,InferenceTimesteps,Status,Notes,GenerationTimestamp
LINE_EVA_Coalition_Base.UnderAttack_01,Coalition,EVA,EVA_Coalition,Base.UnderAttack,1,Trevoga. Obekt pod ognyom protivnika.,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",Anchors/Coalition/EVA_Coalition/anchor_02.wav,EVA/Coalition/VO_EVA_Coalition_Base_UnderAttack_01.wav,2.63,48000,-11.37,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(urgent command) ,2026-07-28
LINE_EVA_Coalition_Game.Start_01,Coalition,EVA,EVA_Coalition,Game.Start,1,Tsentr komandovaniya na svyazi. Operatsiya nachata.,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",Anchors/Coalition/EVA_Coalition/anchor_02.wav,EVA/Coalition/VO_EVA_Coalition_Game_Start_01.wav,3.8,48000,-12.2,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(calm command announcement) ,2026-07-28
LINE_EVA_Coalition_Player.Victory_01,Coalition,EVA,EVA_Coalition,Player.Victory,1,Strategicheskaya tsel dostignuta.,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",Anchors/Coalition/EVA_Coalition/anchor_02.wav,EVA/Coalition/VO_EVA_Coalition_Player_Victory_01.wav,2.01,48000,-11.59,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(restrained triumph) ,2026-07-28
LINE_EVA_Coalition_Resources.Low_01,Coalition,EVA,EVA_Coalition,Resources.Low,1,Resursy ogranicheny. Koordiniruyte raskhod.,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",Anchors/Coalition/EVA_Coalition/anchor_02.wav,EVA/Coalition/VO_EVA_Coalition_Resources_Low_01.wav,3.51,48000,-10.72,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(measured warning) ,2026-07-28
LINE_EVA_Coalition_Unit.Ready_01,Coalition,EVA,EVA_Coalition,Unit.Ready,1,Podrazdelenie v polnoy gotovnosti.,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",Anchors/Coalition/EVA_Coalition/anchor_02.wav,EVA/Coalition/VO_EVA_Coalition_Unit_Ready_01.wav,1.9,48000,-12.02,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(alert ready) ,2026-07-28
LINE_EVA_Soviet_Base.UnderAttack_01,Soviet,EVA,EVA_Soviet,Base.UnderAttack,1,Trevoga. Baza pod ognyom protivnika.,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",Anchors/Soviet/EVA_Soviet/anchor_02.wav,EVA/Soviet/VO_EVA_Soviet_Base_UnderAttack_01.wav,2.98,48000,-4.1,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(urgent command) ,2026-07-28
LINE_EVA_Soviet_Game.Start_01,Soviet,EVA,EVA_Soviet,Game.Start,1,Vnimanie. HQ fronta k rabote pristupil.,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",Anchors/Soviet/EVA_Soviet/anchor_02.wav,EVA/Soviet/VO_EVA_Soviet_Game_Start_01.wav,3.0,48000,-3.87,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(calm command announcement) ,2026-07-28
LINE_EVA_Soviet_Player.Victory_01,Soviet,EVA,EVA_Soviet,Player.Victory,1,Operatsiya vypolnena. Victory za nami.,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",Anchors/Soviet/EVA_Soviet/anchor_02.wav,EVA/Soviet/VO_EVA_Soviet_Player_Victory_01.wav,2.87,48000,-3.0,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(restrained triumph) ,2026-07-28
LINE_EVA_Soviet_Resources.Low_01,Soviet,EVA,EVA_Soviet,Resources.Low,1,Resursy na iskhode. Sokratite raskhod.,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",Anchors/Soviet/EVA_Soviet/anchor_02.wav,EVA/Soviet/VO_EVA_Soviet_Resources_Low_01.wav,2.46,48000,-5.39,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(measured warning) ,2026-07-28
LINE_EVA_Soviet_Unit.Ready_01,Soviet,EVA,EVA_Soviet,Unit.Ready,1,Podrazdelenie gotovo k vydvizheniyu.,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",Anchors/Soviet/EVA_Soviet/anchor_02.wav,EVA/Soviet/VO_EVA_Soviet_Unit_Ready_01.wav,2.08,48000,-4.28,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(alert ready) ,2026-07-28
LINE_Chrono_Captain_Attack_01,Chrono,Chrono_Captain,Chrono_Captain,Attack,1,Ogon po korablyu protivnika.,"Eerily calm male captain voice, deep resonant, no emotion, perfect cadence, slow deliberate pace, unsettling steadiness.",Anchors/Chrono/Chrono_Captain/anchor_02.wav,Units/Chrono/VO_Chrono_Captain_Attack_01.wav,2.11,48000,-12.74,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(controlled aggression combat) ,2026-07-28
LINE_Chrono_Captain_CannotComply_01,Chrono,Chrono_Captain,Chrono_Captain,CannotComply,1,Prikaz nevypolnim.,"Eerily calm male captain voice, deep resonant, no emotion, perfect cadence, slow deliberate pace, unsettling steadiness.",Anchors/Chrono/Chrono_Captain/anchor_02.wav,Units/Chrono/VO_Chrono_Captain_CannotComply_01.wav,1.67,48000,-13.26,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(firm concise refusal) ,2026-07-28
LINE_Chrono_Captain_Death_01,Chrono,Chrono_Captain,Chrono_Captain,Death,1,Korabl teryaem.,"Eerily calm male captain voice, deep resonant, no emotion, perfect cadence, slow deliberate pace, unsettling steadiness.",Anchors/Chrono/Chrono_Captain/anchor_02.wav,Units/Chrono/VO_Chrono_Captain_Death_01.wav,1.36,48000,-15.84,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(short final reaction) ,2026-07-28
LINE_Chrono_Captain_Move_01,Chrono,Chrono_Captain,Chrono_Captain,Move,1,Kurs na pozitsiyu.,"Eerily calm male captain voice, deep resonant, no emotion, perfect cadence, slow deliberate pace, unsettling steadiness.",Anchors/Chrono/Chrono_Captain/anchor_02.wav,Units/Chrono/VO_Chrono_Captain_Move_01.wav,1.42,48000,-14.21,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(confident acknowledgement focused) ,2026-07-28
LINE_Chrono_Captain_Selected_01,Chrono,Chrono_Captain,Chrono_Captain,Selected,1,Kapitan na mostike.,"Eerily calm male captain voice, deep resonant, no emotion, perfect cadence, slow deliberate pace, unsettling steadiness.",Anchors/Chrono/Chrono_Captain/anchor_02.wav,Units/Chrono/VO_Chrono_Captain_Selected_01.wav,1.58,48000,-10.83,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(alert ready concise) ,2026-07-28
LINE_Chrono_Fighter_Ability.Activate_01,Chrono,Chrono_Fighter,Chrono_Fighter,Ability.Activate,1,Aktiviruyu sistemu.,"Eerily calm male pilot voice, even pace, flat affect, perfect diction, minimal emotion, almost mechanical steadiness.",Anchors/Chrono/Chrono_Fighter/anchor_02.wav,Units/Chrono/VO_Chrono_Fighter_Ability_Activate_01.wav,1.44,48000,-11.71,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(sharp focused) ,2026-07-28
LINE_Chrono_Fighter_Attack.Air_01,Chrono,Chrono_Fighter,Chrono_Fighter,Attack.Air,1,Vozdushnyy boy. Atakuyu vedushchego.,"Eerily calm male pilot voice, even pace, flat affect, perfect diction, minimal emotion, almost mechanical steadiness.",Anchors/Chrono/Chrono_Fighter/anchor_02.wav,Units/Chrono/VO_Chrono_Fighter_Attack_Air_01.wav,3.36,48000,-10.52,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(focused combat intensity) ,2026-07-28
LINE_Chrono_Fighter_Death_01,Chrono,Chrono_Fighter,Chrono_Fighter,Death,1,Katapultiruyus.,"Eerily calm male pilot voice, even pace, flat affect, perfect diction, minimal emotion, almost mechanical steadiness.",Anchors/Chrono/Chrono_Fighter/anchor_02.wav,Units/Chrono/VO_Chrono_Fighter_Death_01.wav,1.05,48000,-11.33,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(short final reaction) ,2026-07-28
LINE_Chrono_Fighter_EnemyDestroyed_01,Chrono,Chrono_Fighter,Chrono_Fighter,EnemyDestroyed,1,Tsel sbita.,"Eerily calm male pilot voice, even pace, flat affect, perfect diction, minimal emotion, almost mechanical steadiness.",Anchors/Chrono/Chrono_Fighter/anchor_02.wav,Units/Chrono/VO_Chrono_Fighter_EnemyDestroyed_01.wav,0.97,48000,-12.03,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(controlled satisfaction) ,2026-07-28
LINE_Chrono_Fighter_Selected_01,Chrono,Chrono_Fighter,Chrono_Fighter,Selected,1,Pilot v kabine.,"Eerily calm male pilot voice, even pace, flat affect, perfect diction, minimal emotion, almost mechanical steadiness.",Anchors/Chrono/Chrono_Fighter/anchor_02.wav,Units/Chrono/VO_Chrono_Fighter_Selected_01.wav,1.21,48000,-14.25,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(alert ready concise) ,2026-07-28
LINE_Chrono_MainTank_Attack_01,Chrono,Chrono_MainTank,Chrono_MainTank,Attack,1,Orudie k boyu. Ogon.,"Anomalous calm male commander voice, resonant low pitch, perfect diction, no emotion, unnatural steadiness, slow deliberate pace.",Anchors/Chrono/Chrono_MainTank/anchor_02.wav,Units/Chrono/VO_Chrono_MainTank_Attack_01.wav,2.2,48000,-4.79,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(controlled aggression combat) ,2026-07-28
LINE_Chrono_MainTank_Attack.Building_01,Chrono,Chrono_MainTank,Chrono_MainTank,Attack.Building,1,Zagraditelnyy ogon po ukrepleniyam.,"Anomalous calm male commander voice, resonant low pitch, perfect diction, no emotion, unnatural steadiness, slow deliberate pace.",Anchors/Chrono/Chrono_MainTank/anchor_02.wav,Units/Chrono/VO_Chrono_MainTank_Attack_Building_01.wav,1.87,48000,-5.82,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(controlled aggression combat) ,2026-07-28
LINE_Chrono_MainTank_CriticalDamage_01,Chrono,Chrono_MainTank,Chrono_MainTank,CriticalDamage,1,Bronya probita. Avariynyy rezhim.,"Anomalous calm male commander voice, resonant low pitch, perfect diction, no emotion, unnatural steadiness, slow deliberate pace.",Anchors/Chrono/Chrono_MainTank/anchor_02.wav,Units/Chrono/VO_Chrono_MainTank_CriticalDamage_01.wav,2.56,48000,-5.0,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(severe urgency controlled panic) ,2026-07-28
LINE_Chrono_MainTank_Damaged_01,Chrono,Chrono_MainTank,Chrono_MainTank,Damaged,1,Popadanie. Manevriruyu.,"Anomalous calm male commander voice, resonant low pitch, perfect diction, no emotion, unnatural steadiness, slow deliberate pace.",Anchors/Chrono/Chrono_MainTank/anchor_02.wav,Units/Chrono/VO_Chrono_MainTank_Damaged_01.wav,2.22,48000,-6.82,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(strained but intelligible urgent) ,2026-07-28
LINE_Chrono_MainTank_Selected_01,Chrono,Chrono_MainTank,Chrono_MainTank,Selected,1,Tank v stroyu.,"Anomalous calm male commander voice, resonant low pitch, perfect diction, no emotion, unnatural steadiness, slow deliberate pace.",Anchors/Chrono/Chrono_MainTank/anchor_02.wav,Units/Chrono/VO_Chrono_MainTank_Selected_01.wav,1.91,48000,-5.86,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(alert ready concise) ,2026-07-28
LINE_Chrono_Rifleman_Attack_01,Chrono,Chrono_Rifleman,Chrono_Rifleman,Attack,1,Ogon po protivniku.,"Eerily calm young male soldier voice, flat affect, precise diction, minimal emotion, deliberate pacing, almost inhuman steadiness.",Anchors/Chrono/Chrono_Rifleman/anchor_02.wav,Units/Chrono/VO_Chrono_Rifleman_Attack_01.wav,1.33,48000,-4.9,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(controlled aggression combat) ,2026-07-28
LINE_Chrono_Rifleman_EnemyDestroyed_01,Chrono,Chrono_Rifleman,Chrono_Rifleman,EnemyDestroyed,1,Tsel neytralizovana.,"Eerily calm young male soldier voice, flat affect, precise diction, minimal emotion, deliberate pacing, almost inhuman steadiness.",Anchors/Chrono/Chrono_Rifleman/anchor_02.wav,Units/Chrono/VO_Chrono_Rifleman_EnemyDestroyed_01.wav,1.37,48000,-3.12,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(controlled satisfaction) ,2026-07-28
LINE_Chrono_Rifleman_Idle_01,Chrono,Chrono_Rifleman,Chrono_Rifleman,Idle,1,Zhdu prikaza.,"Eerily calm young male soldier voice, flat affect, precise diction, minimal emotion, deliberate pacing, almost inhuman steadiness.",Anchors/Chrono/Chrono_Rifleman/anchor_02.wav,Units/Chrono/VO_Chrono_Rifleman_Idle_01.wav,1.25,48000,-6.34,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(relaxed in character) ,2026-07-28
LINE_Chrono_Rifleman_Move_01,Chrono,Chrono_Rifleman,Chrono_Rifleman,Move,1,Vydvigayus.,"Eerily calm young male soldier voice, flat affect, precise diction, minimal emotion, deliberate pacing, almost inhuman steadiness.",Anchors/Chrono/Chrono_Rifleman/anchor_02.wav,Units/Chrono/VO_Chrono_Rifleman_Move_01.wav,0.85,48000,-3.0,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(confident acknowledgement focused) ,2026-07-28
LINE_Chrono_Rifleman_Selected_01,Chrono,Chrono_Rifleman,Chrono_Rifleman,Selected,1,Infantry na pozitsii.,"Eerily calm young male soldier voice, flat affect, precise diction, minimal emotion, deliberate pacing, almost inhuman steadiness.",Anchors/Chrono/Chrono_Rifleman/anchor_02.wav,Units/Chrono/VO_Chrono_Rifleman_Selected_01.wav,1.73,48000,-5.92,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(alert ready concise) ,2026-07-28
LINE_Alliance_Captain_Attack_01,Alliance,Alliance_Captain,Alliance_Captain,Attack,1,Ogon po korablyu protivnika.,"Professional male naval commander voice, clear and authoritative, medium register, crisp diction, medium pace.",Anchors/Alliance/Alliance_Captain/anchor_03.wav,Units/Alliance/VO_Alliance_Captain_Attack_01.wav,1.58,48000,-3.0,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(controlled aggression combat) ,2026-07-28
LINE_Alliance_Captain_CannotComply_01,Alliance,Alliance_Captain,Alliance_Captain,CannotComply,1,Prikaz nevypolnim.,"Professional male naval commander voice, clear and authoritative, medium register, crisp diction, medium pace.",Anchors/Alliance/Alliance_Captain/anchor_03.wav,Units/Alliance/VO_Alliance_Captain_CannotComply_01.wav,1.12,48000,-3.0,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(firm concise refusal) ,2026-07-28
LINE_Alliance_Captain_Death_01,Alliance,Alliance_Captain,Alliance_Captain,Death,1,Korabl teryaem.,"Professional male naval commander voice, clear and authoritative, medium register, crisp diction, medium pace.",Anchors/Alliance/Alliance_Captain/anchor_03.wav,Units/Alliance/VO_Alliance_Captain_Death_01.wav,1.12,48000,-3.0,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(short final reaction) ,2026-07-28
LINE_Alliance_Captain_Move_01,Alliance,Alliance_Captain,Alliance_Captain,Move,1,Kurs na pozitsiyu.,"Professional male naval commander voice, clear and authoritative, medium register, crisp diction, medium pace.",Anchors/Alliance/Alliance_Captain/anchor_03.wav,Units/Alliance/VO_Alliance_Captain_Move_01.wav,1.4,48000,-3.0,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(confident acknowledgement focused) ,2026-07-28
LINE_Alliance_Captain_Selected_01,Alliance,Alliance_Captain,Alliance_Captain,Selected,1,Kapitan na mostike.,"Professional male naval commander voice, clear and authoritative, medium register, crisp diction, medium pace.",Anchors/Alliance/Alliance_Captain/anchor_03.wav,Units/Alliance/VO_Alliance_Captain_Selected_01.wav,1.44,48000,-3.0,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(alert ready concise) ,2026-07-28
LINE_Alliance_Fighter_Ability.Activate_01,Alliance,Alliance_Fighter,Alliance_Fighter,Ability.Activate,1,Aktiviruyu sistemu.,"Young adult male fighter pilot voice, sharp and confident, fast medium pace, technical slang, energetic delivery.",Anchors/Alliance/Alliance_Fighter/anchor_02.wav,Units/Alliance/VO_Alliance_Fighter_Ability_Activate_01.wav,1.42,48000,-3.39,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(sharp focused) ,2026-07-28
LINE_Alliance_Fighter_Attack.Air_01,Alliance,Alliance_Fighter,Alliance_Fighter,Attack.Air,1,Vozdushnyy boy. Atakuyu vedushchego.,"Young adult male fighter pilot voice, sharp and confident, fast medium pace, technical slang, energetic delivery.",Anchors/Alliance/Alliance_Fighter/anchor_02.wav,Units/Alliance/VO_Alliance_Fighter_Attack_Air_01.wav,2.4,48000,-5.38,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(focused combat intensity) ,2026-07-28
LINE_Alliance_Fighter_Death_01,Alliance,Alliance_Fighter,Alliance_Fighter,Death,1,Katapultiruyus.,"Young adult male fighter pilot voice, sharp and confident, fast medium pace, technical slang, energetic delivery.",Anchors/Alliance/Alliance_Fighter/anchor_02.wav,Units/Alliance/VO_Alliance_Fighter_Death_01.wav,1.28,48000,-6.19,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(short final reaction) ,2026-07-28
LINE_Alliance_Fighter_EnemyDestroyed_01,Alliance,Alliance_Fighter,Alliance_Fighter,EnemyDestroyed,1,Tsel sbita.,"Young adult male fighter pilot voice, sharp and confident, fast medium pace, technical slang, energetic delivery.",Anchors/Alliance/Alliance_Fighter/anchor_02.wav,Units/Alliance/VO_Alliance_Fighter_EnemyDestroyed_01.wav,1.12,48000,-6.01,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(controlled satisfaction) ,2026-07-28
LINE_Alliance_Fighter_Selected_01,Alliance,Alliance_Fighter,Alliance_Fighter,Selected,1,Pilot v kabine.,"Young adult male fighter pilot voice, sharp and confident, fast medium pace, technical slang, energetic delivery.",Anchors/Alliance/Alliance_Fighter/anchor_02.wav,Units/Alliance/VO_Alliance_Fighter_Selected_01.wav,1.28,48000,-7.09,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(alert ready concise) ,2026-07-28
LINE_Alliance_MainTank_Attack_01,Alliance,Alliance_MainTank,Alliance_MainTank,Attack,1,Orudie k boyu. Ogon.,"Professional male tank commander voice, confident and precise, medium-low pitch, modern technical vocabulary, medium pace.",Anchors/Alliance/Alliance_MainTank/anchor_02.wav,Units/Alliance/VO_Alliance_MainTank_Attack_01.wav,1.79,48000,-3.0,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(controlled aggression combat) ,2026-07-28
LINE_Alliance_MainTank_Attack.Building_01,Alliance,Alliance_MainTank,Alliance_MainTank,Attack.Building,1,Zagraditelnyy ogon po ukrepleniyam.,"Professional male tank commander voice, confident and precise, medium-low pitch, modern technical vocabulary, medium pace.",Anchors/Alliance/Alliance_MainTank/anchor_02.wav,Units/Alliance/VO_Alliance_MainTank_Attack_Building_01.wav,1.82,48000,-3.0,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(controlled aggression combat) ,2026-07-28
LINE_Alliance_MainTank_CriticalDamage_01,Alliance,Alliance_MainTank,Alliance_MainTank,CriticalDamage,1,Bronya probita. Avariynyy rezhim.,"Professional male tank commander voice, confident and precise, medium-low pitch, modern technical vocabulary, medium pace.",Anchors/Alliance/Alliance_MainTank/anchor_02.wav,Units/Alliance/VO_Alliance_MainTank_CriticalDamage_01.wav,2.23,48000,-3.0,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(severe urgency controlled panic) ,2026-07-28
LINE_Alliance_MainTank_Damaged_01,Alliance,Alliance_MainTank,Alliance_MainTank,Damaged,1,Popadanie. Manevriruyu.,"Professional male tank commander voice, confident and precise, medium-low pitch, modern technical vocabulary, medium pace.",Anchors/Alliance/Alliance_MainTank/anchor_02.wav,Units/Alliance/VO_Alliance_MainTank_Damaged_01.wav,1.56,48000,-4.06,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(strained but intelligible urgent) ,2026-07-28
LINE_Alliance_MainTank_Selected_01,Alliance,Alliance_MainTank,Alliance_MainTank,Selected,1,Tank v stroyu.,"Professional male tank commander voice, confident and precise, medium-low pitch, modern technical vocabulary, medium pace.",Anchors/Alliance/Alliance_MainTank/anchor_02.wav,Units/Alliance/VO_Alliance_MainTank_Selected_01.wav,1.09,48000,-3.0,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(alert ready concise) ,2026-07-28
LINE_Alliance_Rifleman_Attack_01,Alliance,Alliance_Rifleman,Alliance_Rifleman,Attack,1,Ogon po protivniku.,"Young adult male soldier voice, modern professional infantry, energetic and clear, English-influenced Russian phrasing, fast medium pace.",Anchors/Alliance/Alliance_Rifleman/anchor_02.wav,Units/Alliance/VO_Alliance_Rifleman_Attack_01.wav,1.76,48000,-3.0,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(controlled aggression combat) ,2026-07-28
